,full_name,player_id,age,team,search_rank,sport,status,position,last_name,search_last_name,fantasy_positions,first_name,injury_status,search_full_name,active,depth_chart_position,search_first_name
3470,Paul McRoberts,3470,29,None,9999999,nfl,Inactive,WR,McRoberts,mcroberts,['WR'],Paul,None,paulmcroberts,False,None,paul
6779,Jordan Harris,6779,30,None,9999999,nfl,Active,WR,Harris,harris,['WR'],Jordan,None,jordanharris,False,None,jordan
3644,Lawrence Thomas,3644,28,None,9999999,nfl,Inactive,RB,Thomas,thomas,"['RB', 'DL']",Lawrence,None,lawrencethomas,False,None,lawrence
1833,Damien Williams,1833,30,ATL,537,nfl,Active,RB,Williams,williams,['RB'],Damien,None,damienwilliams,True,RB,damien
1495,Ryan Nassib,1495,30,None,9999999,nfl,Inactive,QB,Nassib,nassib,['QB'],Ryan,None,ryannassib,False,None,ryan
6443,Eric Dungey,6443,25,None,9999999,nfl,Active,QB,Dungey,dungey,['QB'],Eric,None,ericdungey,True,None,eric
78,Ahmad Bradshaw,78,34,None,9999999,nfl,Inactive,RB,Bradshaw,bradshaw,['RB'],Ahmad,None,ahmadbradshaw,False,None,ahmad
3686,Joe Sommers,3686,25,None,9999999,nfl,Inactive,TE,Sommers,sommers,['TE'],Joe,None,joesommers,False,None,joe
6926,Brycen Hopkins,6926,25,LAR,478,nfl,Active,TE,Hopkins,hopkins,['TE'],Brycen,None,brycenhopkins,True,TE,brycen
1299,Kyle Miller,1299,32,None,9999999,nfl,Inactive,TE,Miller,miller,['TE'],Kyle,None,kylemiller,False,None,kyle
904,DeMarco Murray,904,32,None,9999999,nfl,Inactive,RB,Murray,murray,['RB'],DeMarco,None,demarcomurray,False,None,demarco
661,Alex Smith,661,38,None,9999999,nfl,Inactive,TE,Smith,smith,['TE'],Alex,None,alexsmith,False,None,alex
2582,Cole Stoudt,2582,25,None,9999999,nfl,Inactive,QB,Stoudt,stoudt,['QB'],Cole,None,colestoudt,False,None,cole
7084,Jake Luton,7084,26,None,367,nfl,Active,QB,Luton,luton,['QB'],Jake,None,jakeluton,True,None,jake
8102,DeShon Williams,8102,None,None,274,nfl,Active,TE,Williams,williams,['TE'],DeShon,None,deshonwilliams,True,None,deshon
761,Brian St Pierre,761,37,None,9999999,nfl,Inactive,QB,St Pierre,stpierre,['QB'],Brian,None,brianstpierre,False,None,brian
6039,Ty Johnson,6039,24,NYJ,536,nfl,Active,RB,Johnson,johnson,['RB'],Ty,None,tyjohnson,True,None,ty
8801,Dennis Houston,8801,None,DAL,699,nfl,Active,WR,Houston,houston,['WR'],Dennis,None,dennishouston,True,RWR,dennis
5833,Kevin O'Connell,5833,34,None,9999999,nfl,Inactive,QB,O'Connell,oconnell,['QB'],Kevin,None,kevinoconnell,False,None,kevin
6139,Jace Sternberger,6139,26,PIT,400,nfl,Active,TE,Sternberger,sternberger,['TE'],Jace,None,jacesternberger,True,None,jace
6985,Dezmon Patmon,6985,24,IND,500,nfl,Active,WR,Patmon,patmon,['WR'],Dezmon,None,dezmonpatmon,True,LWR,dezmon
2410,Jamison Crowder,2410,29,BUF,227,nfl,Active,WR,Crowder,crowder,['WR'],Jamison,None,jamisoncrowder,True,SWR,jamison
8070,Travis Toivonen,8070,24,None,9999999,nfl,Active,WR,Toivonen,toivonen,['WR'],Travis,None,travistoivonen,True,None,travis
87,Jeff King,87,34,None,9999999,nfl,Inactive,TE,King,king,['TE'],Jeff,None,jeffking,False,None,jeff
1903,Taylor Gabriel,1903,30,None,9999999,nfl,Injured Reserve,WR,Gabriel,gabriel,['WR'],Taylor,None,taylorgabriel,True,None,taylor
222,Josh Morgan,222,32,None,9999999,nfl,Inactive,WR,Morgan,morgan,['WR'],Josh,None,joshmorgan,False,None,josh
5806,John Wolford,5806,26,LAR,681,nfl,Active,QB,Wolford,wolford,['QB'],John,Questionable,johnwolford,True,QB,john
4930,Franko House,4930,23,CHI,9999999,nfl,Active,TE,House,house,['TE'],Franko,None,frankohouse,True,None,franko
3209,Devontae Booker,3209,29,None,408,nfl,Active,RB,Booker,booker,['RB'],Devontae,None,devontaebooker,True,None,devontae
4699,Kevin Snead,4699,30,None,9999999,nfl,Active,WR,Snead,snead,['WR'],Kevin,None,kevinsnead,True,None,kevin
4821,Jamari Staples,4821,27,None,9999999,nfl,Active,WR,Staples,staples,['WR'],Jamari,None,jamaristaples,True,None,jamari
928,Randall Cobb,928,32,GB,237,nfl,Active,WR,Cobb,cobb,['WR'],Randall,None,randallcobb,True,SWR,randall
7954,Connor Wedington,7954,23,HOU,9999999,nfl,Active,WR,Wedington,wedington,['WR'],Connor,None,connorwedington,True,RWR,connor
24,Matt Ryan,24,37,IND,162,nfl,Active,QB,Ryan,ryan,['QB'],Matt,None,mattryan,True,QB,matt
1126,Brock Osweiler,1126,31,None,9999999,nfl,Injured Reserve,QB,Osweiler,osweiler,['QB'],Brock,None,brockosweiler,False,None,brock
2561,Anthony Boone,2561,25,None,9999999,nfl,Inactive,QB,Boone,boone,['QB'],Anthony,None,anthonyboone,False,None,anthony
2485,Kaelin Clay,2485,30,None,9999999,nfl,Inactive,WR,Clay,clay,['WR'],Kaelin,None,kaelinclay,False,None,kaelin
2185,Corey Brown,2185,28,None,9999999,nfl,Injured Reserve,WR,Brown,brown,['WR'],Corey,None,coreybrown,False,None,corey
1050,Marcus Thigpen,1050,34,None,9999999,nfl,Inactive,WR,Thigpen,thigpen,"['WR', 'RB']",Marcus,None,marcusthigpen,False,None,marcus
5624,Keith Ford,5624,27,None,9999999,nfl,Inactive,RB,Ford,ford,['RB'],Keith,None,keithford,False,None,keith
2845,Tevin Westbrook,2845,27,None,9999999,nfl,Inactive,TE,Westbrook,westbrook,['TE'],Tevin,None,tevinwestbrook,False,None,tevin
138,Ben Roethlisberger,138,39,PIT,176,nfl,Active,QB,Roethlisberger,roethlisberger,['QB'],Ben,None,benroethlisberger,True,None,ben
3214,Hunter Henry,3214,27,NE,137,nfl,Active,TE,Henry,henry,['TE'],Hunter,None,hunterhenry,True,TE,hunter
2191,Marcus Lucas,2191,29,None,9999999,nfl,Active,WR,Lucas,lucas,['WR'],Marcus,None,marcuslucas,True,None,marcus
2408,Bryce Petty,2408,29,None,9999999,nfl,Injured Reserve,QB,Petty,petty,['QB'],Bryce,None,brycepetty,False,None,bryce
8549,Trevon Clark,8549,22,None,9999999,nfl,Active,WR,Clark,clark,['WR'],Trevon,None,trevonclark,True,None,trevon
2913,Gavin Lutman,2913,26,None,9999999,nfl,Inactive,WR,Lutman,lutman,['WR'],Gavin,None,gavinlutman,False,None,gavin
1296,Cory Harkey,1296,30,None,9999999,nfl,Inactive,TE,Harkey,harkey,['TE'],Cory,None,coryharkey,False,None,cory
7604,Tamorrion Terry,7604,23,None,None,nfl,Inactive,WR,Terry,terry,['WR'],Tamorrion,None,tamorrionterry,False,None,tamorrion
7617,Matt Ammendola,7617,25,None,365,nfl,Active,K,Ammendola,ammendola,"['P', 'K']",Matt,None,mattammendola,True,None,matt
5391,Steven Dunbar,5391,26,None,9999999,nfl,Inactive,WR,Dunbar,dunbar,['WR'],Steven,None,stevendunbar,False,None,steven
6700,Marcelias Sutton,6700,None,None,9999999,nfl,Active,RB,Sutton,sutton,['RB'],Marcelias,None,marceliassutton,True,None,marcelias
8890,Naz Bohannon,8890,None,None,9999999,nfl,Active,TE,Bohannon,bohannon,['TE'],Naz,None,nazbohannon,True,None,naz
4941,Dontre Wilson,4941,None,None,9999999,nfl,Active,WR,Wilson,wilson,['WR'],Dontre,None,dontrewilson,False,None,dontre
96,Aaron Rodgers,96,38,GB,64,nfl,Active,QB,Rodgers,rodgers,['QB'],Aaron,None,aaronrodgers,True,QB,aaron
8812,Jonathan Garibay,8812,None,None,378,nfl,Active,K,Garibay,garibay,['K'],Jonathan,None,jonathangaribay,True,None,jonathan
8210,Chigoziem Okonkwo,8210,22,TEN,485,nfl,Active,TE,Okonkwo,okonkwo,['TE'],Chigoziem,None,chigoziemokonkwo,True,LTE,chigoziem
2121,T.J. Jones,2121,29,None,9999999,nfl,Active,WR,Jones,jones,['WR'],T.J.,None,tjjones,True,None,tj
7584,Brennan Eagles,7584,None,None,None,nfl,Active,WR,Eagles,eagles,['WR'],Brennan,None,brennaneagles,True,None,brennan
8433,Cade Brewer,8433,23,None,9999999,nfl,Active,TE,Brewer,brewer,['TE'],Cade,None,cadebrewer,True,None,cade
4924,Zach Terrell,4924,24,BAL,9999999,nfl,Active,QB,Terrell,terrell,['QB'],Zach,None,zachterrell,True,None,zach
7874,Jeremiah Haydel,7874,22,None,None,nfl,Active,WR,Haydel,haydel,['WR'],Jeremiah,None,jeremiahhaydel,True,None,jeremiah
8186,Devon Williams,8186,None,None,428,nfl,Active,WR,Williams,williams,['WR'],Devon,None,devonwilliams,True,None,devon
6161,L.J. Scott,6161,25,None,9999999,nfl,Active,RB,Scott,scott,['RB'],L.J.,None,ljscott,True,None,lj
7922,Riley Patterson,7922,22,DET,510,nfl,Active,K,Patterson,patterson,['K'],Riley,None,rileypatterson,True,PK,riley
7062,Rodrigo Blankenship,7062,25,IND,168,nfl,Active,K,Blankenship,blankenship,['K'],Rodrigo,None,rodrigoblankenship,True,PK,rodrigo
2930,Justin Tukes,2930,None,None,9999999,nfl,Inactive,TE,Tukes,tukes,['TE'],Justin,None,justintukes,False,None,justin
899,Dan Bailey,899,33,None,169,nfl,Active,K,Bailey,bailey,['K'],Dan,None,danbailey,True,None,dan
14,Sidney Rice,14,31,None,9999999,nfl,Inactive,WR,Rice,rice,['WR'],Sidney,None,sidneyrice,False,None,sidney
4139,Amara Darboh,4139,27,None,433,nfl,Active,WR,Darboh,darboh,['WR'],Amara,None,amaradarboh,True,None,amara
1411,Landry Jones,1411,32,None,9999999,nfl,Inactive,QB,Jones,jones,['QB'],Landry,None,landryjones,False,None,landry
4807,Mike Estes,4807,None,None,9999999,nfl,Active,TE,Estes,estes,['TE'],Mike,None,mikeestes,True,None,mike
7455,John Hurst,7455,25,None,498,nfl,Inactive,WR,Hurst,hurst,['WR'],John,Questionable,johnhurst,True,None,john
3506,Ryan Malleck,3506,28,None,9999999,nfl,Inactive,TE,Malleck,malleck,['TE'],Ryan,None,ryanmalleck,False,None,ryan
7941,Nick Ralston,7941,25,None,9999999,nfl,Active,RB,Ralston,ralston,['RB'],Nick,None,nickralston,True,None,nick
2948,Brandon Cottom,2948,29,None,9999999,nfl,Active,RB,Cottom,cottom,['RB'],Brandon,None,brandoncottom,True,None,brandon
2578,John Harris,2578,25,None,9999999,nfl,Inactive,WR,Harris,harris,['WR'],John,None,johnharris,False,None,john
148,Andre Caldwell,148,35,None,9999999,nfl,Inactive,WR,Caldwell,caldwell,['WR'],Andre,None,andrecaldwell,False,None,andre
8543,Drew Estrada,8543,25,HOU,9999999,nfl,Active,WR,Estrada,estrada,['WR'],Drew,Questionable,drewestrada,True,RWR,drew
669,Arian Foster,669,34,None,9999999,nfl,Inactive,RB,Foster,foster,['RB'],Arian,None,arianfoster,False,None,arian
250,Matt Spaeth,250,36,None,9999999,nfl,Inactive,TE,Spaeth,spaeth,['TE'],Matt,None,mattspaeth,False,None,matt
2750,DeAndre Carter,2750,29,LAC,566,nfl,Active,WR,Carter,carter,['WR'],DeAndre,None,deandrecarter,True,SWR,deandre
2020,Cairo Santos,2020,30,CHI,463,nfl,Active,K,Santos,santos,['K'],Cairo,None,cairosantos,True,PK,cairo
655,Anquan Boldin,655,39,None,9999999,nfl,Inactive,WR,Boldin,boldin,['WR'],Anquan,None,anquanboldin,False,None,anquan
2306,Jameis Winston,2306,28,NO,164,nfl,Active,QB,Winston,winston,['QB'],Jameis,None,jameiswinston,True,QB,jameis
3347,Jake Rudock,3347,28,None,1029,nfl,Injured Reserve,QB,Rudock,rudock,['QB'],Jake,None,jakerudock,True,None,jake
8229,Isaiah Weston,8229,None,None,399,nfl,Active,WR,Weston,weston,['WR'],Isaiah,IR,isaiahweston,True,None,isaiah
4738,Colby Pearson,4738,26,None,9999999,nfl,Active,WR,Pearson,pearson,['WR'],Colby,None,colbypearson,True,None,colby
8120,Jerrion Ealy,8120,22,KC,467,nfl,Active,RB,Ealy,ealy,['RB'],Jerrion,None,jerrionealy,True,None,jerrion
5113,Cedrick Wilson,5113,26,MIA,493,nfl,Active,WR,Wilson,wilson,['WR'],Cedrick,None,cedrickwilson,True,SWR,cedrick
5045,Courtland Sutton,5045,26,DEN,48,nfl,Active,WR,Sutton,sutton,['WR'],Courtland,None,courtlandsutton,True,LWR,courtland
3622,Mose Frazier,3622,28,None,9999999,nfl,Inactive,WR,Frazier,frazier,['WR'],Mose,None,mosefrazier,False,None,mose
4770,Duplicate Player,4770,30,None,9999999,nfl,Inactive,WR,Player,player,['WR'],Duplicate,Out,duplicateplayer,False,None,duplicate
98,Fred Davis,98,31,None,9999999,nfl,Inactive,TE,Davis,davis,['TE'],Fred,None,freddavis,False,None,fred
247,Harry Douglas,247,36,None,9999999,nfl,Inactive,WR,Douglas,douglas,['WR'],Harry,None,harrydouglas,False,None,harry
5880,Parris Campbell,5880,25,IND,225,nfl,Active,WR,Campbell,campbell,['WR'],Parris,None,parriscampbell,True,SWR,parris
6742,Marquis Young,6742,26,None,9999999,nfl,Active,RB,Young,young,['RB'],Marquis,None,marquisyoung,True,None,marquis
3918,TJ Thorpe,3918,25,None,9999999,nfl,Inactive,WR,Thorpe,thorpe,['WR'],TJ,None,tjthorpe,False,RWR,tj
2638,Reggie Bell,2638,26,None,9999999,nfl,Inactive,WR,Bell,bell,['WR'],Reggie,None,reggiebell,False,None,reggie
2284,Fred Williams,2284,29,None,9999999,nfl,Inactive,WR,Williams,williams,['WR'],Fred,None,fredwilliams,False,None,fred
7201,Nick Vogel,7201,26,None,9999999,nfl,Active,K,Vogel,vogel,['K'],Nick,None,nickvogel,True,None,nick
6595,Devlin Hodges,6595,25,None,576,nfl,Active,QB,Hodges,hodges,['QB'],Devlin,None,devlinhodges,True,None,devlin
3146,Swayze Waters,3146,31,None,9999999,nfl,Inactive,K,Waters,waters,['K'],Swayze,None,swayzewaters,False,None,swayze
2223,Charles Sims,2223,29,None,9999999,nfl,Injured Reserve,RB,Sims,sims,['RB'],Charles,None,charlessims,False,None,charles
2193,Darrin Reaves,2193,28,None,9999999,nfl,Inactive,RB,Reaves,reaves,['RB'],Darrin,None,darrinreaves,False,None,darrin
3540,Jamaal Jones,3540,28,None,9999999,nfl,Active,WR,Jones,jones,['WR'],Jamaal,None,jamaaljones,True,None,jamaal
7864,Artayvious Lynn,7864,25,None,None,nfl,Active,TE,Lynn,lynn,['TE'],Artayvious,None,artayviouslynn,True,None,artayvious
5125,Damoun Patterson,5125,27,None,9999999,nfl,Active,WR,Patterson,patterson,['WR'],Damoun,None,damounpatterson,True,None,damoun
7828,Noah Gray,7828,23,KC,9999999,nfl,Active,TE,Gray,gray,['TE'],Noah,None,noahgray,True,LTE,noah
2945,Lee Ward,2945,25,None,9999999,nfl,Inactive,RB,Ward,ward,['RB'],Lee,None,leeward,False,None,lee
229,Phil Dawson,229,46,None,9999999,nfl,Injured Reserve,K,Dawson,dawson,['K'],Phil,None,phildawson,False,None,phil
3596,Kivon Cartwright,3596,29,None,9999999,nfl,Active,TE,Cartwright,cartwright,['TE'],Kivon,None,kivoncartwright,True,None,kivon
5068,Kerryon Johnson,5068,24,None,550,nfl,Active,RB,Johnson,johnson,['RB'],Kerryon,None,kerryonjohnson,True,None,kerryon
4046,Patrick Mahomes,4046,26,KC,10,nfl,Active,QB,Mahomes,mahomes,['QB'],Patrick,None,patrickmahomes,True,QB,patrick
3846,Duke Williams,3846,28,None,9999999,nfl,Active,WR,Williams,williams,['WR'],Duke,Questionable,dukewilliams,True,None,duke
565,Tony Moeaki,565,33,None,9999999,nfl,Inactive,TE,Moeaki,moeaki,['TE'],Tony,None,tonymoeaki,False,None,tony
6401,T.J. Rahming,6401,25,None,9999999,nfl,Active,WR,Rahming,rahming,['WR'],T.J.,None,tjrahming,True,None,tj
8435,Kwamie Lassiter,8435,None,CIN,9999999,nfl,Active,WR,Lassiter,lassiter,['WR'],Kwamie,None,kwamielassiter,True,SWR,kwamie
416,Jay Cutler,416,37,None,9999999,nfl,Inactive,QB,Cutler,cutler,['QB'],Jay,None,jaycutler,False,None,jay
7541,Cornell Powell,7541,24,KC,9999999,nfl,Active,WR,Powell,powell,['WR'],Cornell,None,cornellpowell,True,SWR,cornell
8893,Nick Sciba,8893,22,None,514,nfl,Active,K,Sciba,sciba,['K'],Nick,None,nicksciba,True,None,nick
2255,Bruce Ellington,2255,30,None,9999999,nfl,Inactive,WR,Ellington,ellington,['WR'],Bruce,None,bruceellington,False,None,bruce
8234,Jaivon Heiligh,8234,None,None,9999999,nfl,Active,WR,Heiligh,heiligh,['WR'],Jaivon,None,jaivonheiligh,True,None,jaivon
1709,Fozzy Whittaker,1709,31,None,9999999,nfl,Inactive,RB,Whittaker,whittaker,['RB'],Fozzy,None,fozzywhittaker,False,None,fozzy
1219,Michael Floyd,1219,32,None,9999999,nfl,Inactive,WR,Floyd,floyd,['WR'],Michael,None,michaelfloyd,False,None,michael
240,Calvin Johnson,240,34,None,9999999,nfl,Inactive,WR,Johnson,johnson,['WR'],Calvin,None,calvinjohnson,False,None,calvin
1929,Travis Coons,1929,28,None,9999999,nfl,Inactive,K,Coons,coons,['K'],Travis,None,traviscoons,False,None,travis
8129,Dameon Pierce,8129,22,HOU,96,nfl,Active,RB,Pierce,pierce,['RB'],Dameon,None,dameonpierce,True,RB,dameon
5165,Quinton Flowers,5165,27,None,9999999,nfl,Inactive,QB,Flowers,flowers,['QB'],Quinton,None,quintonflowers,False,None,quinton
8227,Teagan Quitoriano,8227,22,HOU,9999999,nfl,Active,TE,Quitoriano,quitoriano,['TE'],Teagan,Questionable,teaganquitoriano,True,LTE,teagan
2584,Austin Hill,2584,27,None,9999999,nfl,Inactive,WR,Hill,hill,['WR'],Austin,None,austinhill,False,None,austin
5285,Ross Dwelley,5285,27,SF,283,nfl,Active,TE,Dwelley,dwelley,['TE'],Ross,None,rossdwelley,True,None,ross
2774,Shakim Phillips,2774,26,None,9999999,nfl,Inactive,WR,Phillips,phillips,['WR'],Shakim,None,shakimphillips,False,None,shakim
5970,Greg Dortch,5970,24,ARI,326,nfl,Active,WR,Dortch,dortch,['WR'],Greg,None,gregdortch,True,SWR,greg
5224,Taj Williams,5224,None,None,9999999,nfl,Active,WR,Williams,williams,['WR'],Taj,None,tajwilliams,True,None,taj
7863,JaQuan Hardy,7863,24,DEN,9999999,nfl,Active,RB,Hardy,hardy,['RB'],JaQuan,None,jaquanhardy,True,None,jaquan
5911,Jalen Hurd,5911,25,None,587,nfl,Inactive,WR,Hurd,hurd,['WR'],Jalen,Questionable,jalenhurd,True,None,jalen
2171,Freddie Martino,2171,30,None,9999999,nfl,Inactive,WR,Martino,martino,['WR'],Freddie,None,freddiemartino,False,None,freddie
2932,Eric Frohnapfel,2932,None,None,9999999,nfl,Inactive,TE,Frohnapfel,frohnapfel,['TE'],Eric,None,ericfrohnapfel,False,None,eric
6007,Ryquell Armstead,6007,25,None,9999999,nfl,Active,RB,Armstead,armstead,['RB'],Ryquell,None,ryquellarmstead,True,None,ryquell
2118,Eric Ebron,2118,28,PIT,215,nfl,Inactive,TE,Ebron,ebron,['TE'],Eric,None,ericebron,True,None,eric
5733,Clayton Wilson,5733,27,None,9999999,nfl,Active,TE,Wilson,wilson,['TE'],Clayton,None,claytonwilson,True,None,clayton
5697,Zach Olstad,5697,28,None,9999999,nfl,Inactive,RB,Olstad,olstad,['RB'],Zach,None,zacholstad,True,None,zach
6205,Brandon Silvers,6205,27,None,9999999,nfl,Active,QB,Silvers,silvers,['QB'],Brandon,None,brandonsilvers,True,None,brandon
650,Nick Folk,650,37,NE,162,nfl,Active,K,Folk,folk,['K'],Nick,None,nickfolk,True,PK,nick
6063,Tyron Johnson,6063,26,LV,625,nfl,Active,WR,Johnson,johnson,['WR'],Tyron,None,tyronjohnson,True,RWR,tyron
4164,Michael Roberts,4164,27,None,1177,nfl,Inactive,TE,Roberts,roberts,['TE'],Michael,None,michaelroberts,False,None,michael
5703,Deontez Alexander,5703,26,None,9999999,nfl,Active,WR,Alexander,alexander,['WR'],Deontez,None,deontezalexander,True,None,deontez
7314,Dominik Eberle,7314,25,None,329,nfl,Active,K,Eberle,eberle,['K'],Dominik,None,dominikeberle,True,None,dominik
8252,Travell Harris,8252,None,None,9999999,nfl,Active,WR,Harris,harris,['WR'],Travell,None,travellharris,True,None,travell
4198,Jamal Agnew,4198,27,JAX,574,nfl,Active,WR,Agnew,agnew,['WR'],Jamal,None,jamalagnew,True,SWR,jamal
8112,Drake London,8112,21,ATL,67,nfl,Active,WR,London,london,['WR'],Drake,Questionable,drakelondon,True,RWR,drake
6770,Joe Burrow,6770,25,CIN,16,nfl,Active,QB,Burrow,burrow,['QB'],Joe,Questionable,joeburrow,True,QB,joe
2003,Bennie Fowler,2003,30,None,297,nfl,Active,WR,Fowler,fowler,['WR'],Bennie,None,benniefowler,True,None,bennie
2345,Dorial Green-Beckham,2345,27,None,9999999,nfl,Inactive,WR,Green-Beckham,greenbeckham,['WR'],Dorial,None,dorialgreenbeckham,False,None,dorial
7859,Nick Eubanks,7859,25,CIN,9999999,nfl,Active,TE,Eubanks,eubanks,['TE'],Nick,None,nickeubanks,True,None,nick
8164,Matt Corral,8164,23,CAR,350,nfl,Inactive,QB,Corral,corral,['QB'],Matt,IR,mattcorral,True,None,matt
6159,Mike Weber,6159,24,None,1616,nfl,Inactive,RB,Weber,weber,['RB'],Mike,None,mikeweber,True,None,mike
658,Mike Nugent,658,39,None,9999999,nfl,Inactive,K,Nugent,nugent,['K'],Mike,None,mikenugent,True,None,mike
558,Eric Decker,558,33,None,9999999,nfl,Inactive,WR,Decker,decker,['WR'],Eric,None,ericdecker,False,None,eric
3948,Andrew Opoku,3948,27,None,9999999,nfl,Inactive,WR,Opoku,opoku,['WR'],Andrew,None,andrewopoku,False,None,andrew
1346,Marquise Goodwin,1346,31,SEA,348,nfl,Active,WR,Goodwin,goodwin,['WR'],Marquise,Questionable,marquisegoodwin,True,RWR,marquise
5977,Terry Godwin,5977,25,None,9999999,nfl,Active,WR,Godwin,godwin,['WR'],Terry,None,terrygodwin,True,None,terry
2767,Jawon Chisholm,2767,26,None,9999999,nfl,Inactive,RB,Chisholm,chisholm,['RB'],Jawon,None,jawonchisholm,False,None,jawon
4962,Sony Michel,4962,27,MIA,237,nfl,Active,RB,Michel,michel,['RB'],Sony,None,sonymichel,True,RB,sony
4434,Brisly Estime,4434,29,None,9999999,nfl,Active,WR,Estime,estime,['WR'],Brisly,None,brislyestime,True,None,brisly
736,Joique Bell,736,34,None,9999999,nfl,Inactive,RB,Bell,bell,['RB'],Joique,None,joiquebell,False,None,joique
1821,Matt Hazel,1821,28,None,9999999,nfl,Injured Reserve,WR,Hazel,hazel,['WR'],Matt,None,matthazel,False,None,matt
7387,George Campbell,7387,25,None,9999999,nfl,Inactive,WR,Campbell,campbell,['WR'],George,None,georgecampbell,True,None,george
5347,Nyheim Hines,5347,25,IND,124,nfl,Active,RB,Hines,hines,['RB'],Nyheim,None,nyheimhines,True,RB,nyheim
6701,Fred Trevillion,6701,27,None,9999999,nfl,Inactive,WR,Trevillion,trevillion,['WR'],Fred,None,fredtrevillion,True,None,fred
2106,David Fales,2106,31,None,583,nfl,Active,QB,Fales,fales,['QB'],David,None,davidfales,True,None,david
4622,Keelan Cole,4622,29,LV,414,nfl,Active,WR,Cole,cole,['WR'],Keelan,None,keelancole,True,LWR,keelan
5281,Troy Williams,5281,None,None,9999999,nfl,Inactive,QB,Williams,williams,['QB'],Troy,None,troywilliams,False,None,troy
4214,Shelton Gibson,4214,27,None,1200,nfl,Active,WR,Gibson,gibson,['WR'],Shelton,None,sheltongibson,True,None,shelton
2254,Asante Cleveland,2254,28,None,9999999,nfl,Inactive,TE,Cleveland,cleveland,['TE'],Asante,None,asantecleveland,False,None,asante
5709,Luis Perez,5709,27,None,9999999,nfl,Active,QB,Perez,perez,['QB'],Luis,None,luisperez,True,None,luis
4229,Mason Schreck,4229,28,HOU,511,nfl,Active,TE,Schreck,schreck,['TE'],Mason,None,masonschreck,True,None,mason
7234,Maurice Ffrench,7234,24,None,384,nfl,Active,WR,Ffrench,ffrench,['WR'],Maurice,None,mauriceffrench,True,None,maurice
71,Jason Avant,71,37,None,9999999,nfl,Inactive,WR,Avant,avant,['WR'],Jason,None,jasonavant,False,None,jason
6195,Damon Sheehy-Guiseppi,6195,26,None,9999999,nfl,Active,WR,Sheehy-Guiseppi,sheehyguiseppi,['WR'],Damon,None,damonsheehyguiseppi,True,None,damon
4768,Adam Zaruba,4768,30,None,9999999,nfl,Inactive,TE,Zaruba,zaruba,['TE'],Adam,None,adamzaruba,True,None,adam
7337,Easop Winston,7337,25,CLE,9999999,nfl,Active,WR,Winston,winston,['WR'],Easop,None,easopwinston,True,RWR,easop
5837,Redford Jones,5837,27,None,9999999,nfl,Active,K,Jones,jones,['K'],Redford,None,redfordjones,True,None,redford
